"","sex","age","race","party","district","state","n"
"11957","Male","<25","Black","Democratic",19,"FL",809
"11958","Male","<25","Black","Democratic",20,"FL",7445
"11959","Male","<25","Black","Democratic",21,"FL",1707
"11960","Male","<25","Black","Democratic",22,"FL",1415
"11961","Male","<25","Black","Democratic",23,"FL",1434
"11962","Male","<25","Black","Democratic",24,"FL",8082
"11963","Male","<25","Black","Democratic",25,"FL",812
"11964","Male","<25","Black","Democratic",26,"FL",1407
"11965","Male","<25","Black","Democratic",27,"FL",1063
"11966","Male","<25","Black","Democratic",NA,"FL",12
"11967","Male","<25","Black","Other",1,"FL",988
"11968","Male","<25","Black","Other",2,"FL",1604
"11969","Male","<25","Black","Other",3,"FL",865
"11970","Male","<25","Black","Other",4,"FL",1231
"11971","Male","<25","Black","Other",5,"FL",3403
"11972","Male","<25","Black","Other",6,"FL",853
"11973","Male","<25","Black","Other",7,"FL",839
"11974","Male","<25","Black","Other",8,"FL",789
"11975","Male","<25","Black","Other",9,"FL",1080
"11976","Male","<25","Black","Other",10,"FL",879
"11977","Male","<25","Black","Other",11,"FL",432
"11978","Male","<25","Black","Other",12,"FL",487
"11979","Male","<25","Black","Other",13,"FL",567
"11980","Male","<25","Black","Other",14,"FL",2138
"11981","Male","<25","Black","Other",15,"FL",1143
"11982","Male","<25","Black","Other",16,"FL",419
"11983","Male","<25","Black","Other",17,"FL",690
"11984","Male","<25","Black","Other",18,"FL",926
"11985","Male","<25","Black","Other",19,"FL",593
"11986","Male","<25","Black","Other",20,"FL",3126
"11987","Male","<25","Black","Other",21,"FL",926
"11988","Male","<25","Black","Other",22,"FL",689
"11989","Male","<25","Black","Other",23,"FL",667
"11990","Male","<25","Black","Other",24,"FL",3088
"11991","Male","<25","Black","Other",25,"FL",413
"11992","Male","<25","Black","Other",26,"FL",611
"11993","Male","<25","Black","Other",27,"FL",435
"11994","Male","<25","Black","Other",NA,"FL",14
"11995","Male","<25","Black","Republican",1,"FL",244
"11996","Male","<25","Black","Republican",2,"FL",246
"11997","Male","<25","Black","Republican",3,"FL",213
"11998","Male","<25","Black","Republican",4,"FL",218
"11999","Male","<25","Black","Republican",5,"FL",389
"12000","Male","<25","Black","Republican",6,"FL",139
"12001","Male","<25","Black","Republican",7,"FL",106
"12002","Male","<25","Black","Republican",8,"FL",127
"12003","Male","<25","Black","Republican",9,"FL",133
"12004","Male","<25","Black","Republican",10,"FL",153
"12005","Male","<25","Black","Republican",11,"FL",125
"12006","Male","<25","Black","Republican",12,"FL",77
"12007","Male","<25","Black","Republican",13,"FL",74
"12008","Male","<25","Black","Republican",14,"FL",223
"12009","Male","<25","Black","Republican",15,"FL",181
"12010","Male","<25","Black","Republican",16,"FL",66
"12011","Male","<25","Black","Republican",17,"FL",99
"12012","Male","<25","Black","Republican",18,"FL",124
"12013","Male","<25","Black","Republican",19,"FL",65
"12014","Male","<25","Black","Republican",20,"FL",280
"12015","Male","<25","Black","Republican",21,"FL",107
"12016","Male","<25","Black","Republican",22,"FL",67
"12017","Male","<25","Black","Republican",23,"FL",68
"12018","Male","<25","Black","Republican",24,"FL",255
"12019","Male","<25","Black","Republican",25,"FL",65
"12020","Male","<25","Black","Republican",26,"FL",64
"12021","Male","<25","Black","Republican",27,"FL",68
"12022","Male","<25","Non-Hispanic White","Democratic",1,"FL",1688
"12023","Male","<25","Non-Hispanic White","Democratic",2,"FL",3357
"12024","Male","<25","Non-Hispanic White","Democratic",3,"FL",2928
"12025","Male","<25","Non-Hispanic White","Democratic",4,"FL",1751
"12026","Male","<25","Non-Hispanic White","Democratic",5,"FL",923
"12027","Male","<25","Non-Hispanic White","Democratic",6,"FL",2307
"12028","Male","<25","Non-Hispanic White","Democratic",7,"FL",2726
"12029","Male","<25","Non-Hispanic White","Democratic",8,"FL",2193
"12030","Male","<25","Non-Hispanic White","Democratic",9,"FL",1376
"12031","Male","<25","Non-Hispanic White","Democratic",10,"FL",1785
"12032","Male","<25","Non-Hispanic White","Democratic",11,"FL",1911
"12033","Male","<25","Non-Hispanic White","Democratic",12,"FL",2422
"12034","Male","<25","Non-Hispanic White","Democratic",13,"FL",2444
"12035","Male","<25","Non-Hispanic White","Democratic",14,"FL",1461
"12036","Male","<25","Non-Hispanic White","Democratic",15,"FL",1944
"12037","Male","<25","Non-Hispanic White","Democratic",16,"FL",1868
"12038","Male","<25","Non-Hispanic White","Democratic",17,"FL",1439
"12039","Male","<25","Non-Hispanic White","Democratic",18,"FL",1892
"12040","Male","<25","Non-Hispanic White","Democratic",19,"FL",1370
"12041","Male","<25","Non-Hispanic White","Democratic",20,"FL",597
"12042","Male","<25","Non-Hispanic White","Democratic",21,"FL",1773
"12043","Male","<25","Non-Hispanic White","Democratic",22,"FL",1538
"12044","Male","<25","Non-Hispanic White","Democratic",23,"FL",1393
"12045","Male","<25","Non-Hispanic White","Democratic",24,"FL",328
"12046","Male","<25","Non-Hispanic White","Democratic",25,"FL",513
"12047","Male","<25","Non-Hispanic White","Democratic",26,"FL",566
"12048","Male","<25","Non-Hispanic White","Democratic",27,"FL",710
"12049","Male","<25","Non-Hispanic White","Democratic",NA,"FL",18
"12050","Male","<25","Non-Hispanic White","Other",1,"FL",4643
"12051","Male","<25","Non-Hispanic White","Other",2,"FL",4102
"12052","Male","<25","Non-Hispanic White","Other",3,"FL",4449
"12053","Male","<25","Non-Hispanic White","Other",4,"FL",4507
"12054","Male","<25","Non-Hispanic White","Other",5,"FL",2011
"12055","Male","<25","Non-Hispanic White","Other",6,"FL",5288
"12056","Male","<25","Non-Hispanic White","Other",7,"FL",4743
"12057","Male","<25","Non-Hispanic White","Other",8,"FL",5344
"12058","Male","<25","Non-Hispanic White","Other",9,"FL",2842
"12059","Male","<25","Non-Hispanic White","Other",10,"FL",3772
"12060","Male","<25","Non-Hispanic White","Other",11,"FL",3843
"12061","Male","<25","Non-Hispanic White","Other",12,"FL",5185
"12062","Male","<25","Non-Hispanic White","Other",13,"FL",4716
"12063","Male","<25","Non-Hispanic White","Other",14,"FL",2865
"12064","Male","<25","Non-Hispanic White","Other",15,"FL",4754
"12065","Male","<25","Non-Hispanic White","Other",16,"FL",3568
"12066","Male","<25","Non-Hispanic White","Other",17,"FL",3624
"12067","Male","<25","Non-Hispanic White","Other",18,"FL",4138
"12068","Male","<25","Non-Hispanic White","Other",19,"FL",3481
"12069","Male","<25","Non-Hispanic White","Other",20,"FL",1049
"12070","Male","<25","Non-Hispanic White","Other",21,"FL",3006
"12071","Male","<25","Non-Hispanic White","Other",22,"FL",2918
"12072","Male","<25","Non-Hispanic White","Other",23,"FL",2173
"12073","Male","<25","Non-Hispanic White","Other",24,"FL",485
"12074","Male","<25","Non-Hispanic White","Other",25,"FL",1168
"12075","Male","<25","Non-Hispanic White","Other",26,"FL",988
"12076","Male","<25","Non-Hispanic White","Other",27,"FL",1043
"12077","Male","<25","Non-Hispanic White","Other",NA,"FL",20
"12078","Male","<25","Non-Hispanic White","Republican",1,"FL",8454
"12079","Male","<25","Non-Hispanic White","Republican",2,"FL",6651
"12080","Male","<25","Non-Hispanic White","Republican",3,"FL",7107
"12081","Male","<25","Non-Hispanic White","Republican",4,"FL",6831
"12082","Male","<25","Non-Hispanic White","Republican",5,"FL",2028
"12083","Male","<25","Non-Hispanic White","Republican",6,"FL",5710
"12084","Male","<25","Non-Hispanic White","Republican",7,"FL",4838
"12085","Male","<25","Non-Hispanic White","Republican",8,"FL",5296
"12086","Male","<25","Non-Hispanic White","Republican",9,"FL",2342
"12087","Male","<25","Non-Hispanic White","Republican",10,"FL",4411
"12088","Male","<25","Non-Hispanic White","Republican",11,"FL",4677
"12089","Male","<25","Non-Hispanic White","Republican",12,"FL",4904
"12090","Male","<25","Non-Hispanic White","Republican",13,"FL",3781
"12091","Male","<25","Non-Hispanic White","Republican",14,"FL",2192
"12092","Male","<25","Non-Hispanic White","Republican",15,"FL",4834
"12093","Male","<25","Non-Hispanic White","Republican",16,"FL",3663
"12094","Male","<25","Non-Hispanic White","Republican",17,"FL",3889
"12095","Male","<25","Non-Hispanic White","Republican",18,"FL",3662
"12096","Male","<25","Non-Hispanic White","Republican",19,"FL",3535
"12097","Male","<25","Non-Hispanic White","Republican",20,"FL",640
"12098","Male","<25","Non-Hispanic White","Republican",21,"FL",2348
"12099","Male","<25","Non-Hispanic White","Republican",22,"FL",2454
"12100","Male","<25","Non-Hispanic White","Republican",23,"FL",1286
"12101","Male","<25","Non-Hispanic White","Republican",24,"FL",179
"12102","Male","<25","Non-Hispanic White","Republican",25,"FL",1229
"12103","Male","<25","Non-Hispanic White","Republican",26,"FL",656
"12104","Male","<25","Non-Hispanic White","Republican",27,"FL",601
"12105","Male","<25","Non-Hispanic White","Republican",NA,"FL",13
"12106","Male","<25","Other","Democratic",1,"FL",606
"12107","Male","<25","Other","Democratic",2,"FL",1558
"12108","Male","<25","Other","Democratic",3,"FL",1885
"12109","Male","<25","Other","Democratic",4,"FL",1120
"12110","Male","<25","Other","Democratic",5,"FL",1416
"12111","Male","<25","Other","Democratic",6,"FL",1062
"12112","Male","<25","Other","Democratic",7,"FL",2847
"12113","Male","<25","Other","Democratic",8,"FL",1108
"12114","Male","<25","Other","Democratic",9,"FL",6123
"12115","Male","<25","Other","Democratic",10,"FL",2141
"12116","Male","<25","Other","Democratic",11,"FL",1289
"12117","Male","<25","Other","Democratic",12,"FL",1715
"12118","Male","<25","Other","Democratic",13,"FL",1352
"12119","Male","<25","Other","Democratic",14,"FL",2634
"12120","Male","<25","Other","Democratic",15,"FL",2047
"12121","Male","<25","Other","Democratic",16,"FL",1050
"12122","Male","<25","Other","Democratic",17,"FL",1395
"12123","Male","<25","Other","Democratic",18,"FL",1626
"12124","Male","<25","Other","Democratic",19,"FL",1431
"12125","Male","<25","Other","Democratic",20,"FL",1645
"12126","Male","<25","Other","Democratic",21,"FL",2664
"12127","Male","<25","Other","Democratic",22,"FL",1866
"12128","Male","<25","Other","Democratic",23,"FL",3248
"12129","Male","<25","Other","Democratic",24,"FL",2363
"12130","Male","<25","Other","Democratic",25,"FL",3645
"12131","Male","<25","Other","Democratic",26,"FL",4181
"12132","Male","<25","Other","Democratic",27,"FL",3688
"12133","Male","<25","Other","Democratic",NA,"FL",24
"12134","Male","<25","Other","Other",1,"FL",1263
"12135","Male","<25","Other","Other",2,"FL",1530
"12136","Male","<25","Other","Other",3,"FL",2178
"12137","Male","<25","Other","Other",4,"FL",2124
"12138","Male","<25","Other","Other",5,"FL",1826
"12139","Male","<25","Other","Other",6,"FL",1982
"12140","Male","<25","Other","Other",7,"FL",3759
"12141","Male","<25","Other","Other",8,"FL",2075
"12142","Male","<25","Other","Other",9,"FL",8048
"12143","Male","<25","Other","Other",10,"FL",3074
"12144","Male","<25","Other","Other",11,"FL",1627
"12145","Male","<25","Other","Other",12,"FL",2707
"12146","Male","<25","Other","Other",13,"FL",2201
"12147","Male","<25","Other","Other",14,"FL",3733
"12148","Male","<25","Other","Other",15,"FL",3348
"12149","Male","<25","Other","Other",16,"FL",1643
"12150","Male","<25","Other","Other",17,"FL",2347
"12151","Male","<25","Other","Other",18,"FL",2470
"12152","Male","<25","Other","Other",19,"FL",2534
"12153","Male","<25","Other","Other",20,"FL",1928
"12154","Male","<25","Other","Other",21,"FL",3534
"12155","Male","<25","Other","Other",22,"FL",2495
"12156","Male","<25","Other","Other",23,"FL",4303
"12157","Male","<25","Other","Other",24,"FL",2561
"12158","Male","<25","Other","Other",25,"FL",6241
"12159","Male","<25","Other","Other",26,"FL",6958
"12160","Male","<25","Other","Other",27,"FL",5695
"12161","Male","<25","Other","Other",NA,"FL",27
"12162","Male","<25","Other","Republican",1,"FL",1648
"12163","Male","<25","Other","Republican",2,"FL",1315
"12164","Male","<25","Other","Republican",3,"FL",1712
"12165","Male","<25","Other","Republican",4,"FL",1709
"12166","Male","<25","Other","Republican",5,"FL",713
"12167","Male","<25","Other","Republican",6,"FL",1335
"12168","Male","<25","Other","Republican",7,"FL",1622
"12169","Male","<25","Other","Republican",8,"FL",1317
"12170","Male","<25","Other","Republican",9,"FL",1815
"12171","Male","<25","Other","Republican",10,"FL",1438
"12172","Male","<25","Other","Republican",11,"FL",1158
"12173","Male","<25","Other","Republican",12,"FL",1610
"12174","Male","<25","Other","Republican",13,"FL",1052
"12175","Male","<25","Other","Republican",14,"FL",1197
"12176","Male","<25","Other","Republican",15,"FL",1491
"12177","Male","<25","Other","Republican",16,"FL",971
"12178","Male","<25","Other","Republican",17,"FL",1127
"12179","Male","<25","Other","Republican",18,"FL",1252
"12180","Male","<25","Other","Republican",19,"FL",1181
"12181","Male","<25","Other","Republican",20,"FL",525
"12182","Male","<25","Other","Republican",21,"FL",1511
"12183","Male","<25","Other","Republican",22,"FL",1162
"12184","Male","<25","Other","Republican",23,"FL",1747
"12185","Male","<25","Other","Republican",24,"FL",672
"12186","Male","<25","Other","Republican",25,"FL",2666
"12187","Male","<25","Other","Republican",26,"FL",3234
"12188","Male","<25","Other","Republican",27,"FL",2724
"12189","Male","<25","Other","Republican",NA,"FL",13
"12190","Male",">65","Black","Democratic",1,"FL",3389
"12191","Male",">65","Black","Democratic",2,"FL",5432
"12192","Male",">65","Black","Democratic",3,"FL",2849
"12193","Male",">65","Black","Democratic",4,"FL",2340
"12194","Male",">65","Black","Democratic",5,"FL",11731
"12195","Male",">65","Black","Democratic",6,"FL",2916
"12196","Male",">65","Black","Democratic",7,"FL",1701
"12197","Male",">65","Black","Democratic",8,"FL",3033
"12198","Male",">65","Black","Democratic",9,"FL",2417
"12199","Male",">65","Black","Democratic",10,"FL",2749
"12200","Male",">65","Black","Democratic",11,"FL",2595
"12201","Male",">65","Black","Democratic",12,"FL",992
"12202","Male",">65","Black","Democratic",13,"FL",1022
"12203","Male",">65","Black","Democratic",14,"FL",5874
"12204","Male",">65","Black","Democratic",15,"FL",2833
"12205","Male",">65","Black","Democratic",16,"FL",1612
"12206","Male",">65","Black","Democratic",17,"FL",2480
"12207","Male",">65","Black","Democratic",18,"FL",3344
"12208","Male",">65","Black","Democratic",19,"FL",1309
"12209","Male",">65","Black","Democratic",20,"FL",12491
"12210","Male",">65","Black","Democratic",21,"FL",2047
"12211","Male",">65","Black","Democratic",22,"FL",2069
"12212","Male",">65","Black","Democratic",23,"FL",2034
"12213","Male",">65","Black","Democratic",24,"FL",14149
"12214","Male",">65","Black","Democratic",25,"FL",1317
"12215","Male",">65","Black","Democratic",26,"FL",2091
"12216","Male",">65","Black","Democratic",27,"FL",1236
"12217","Male",">65","Black","Democratic",NA,"FL",4
"12218","Male",">65","Black","Other",1,"FL",267
"12219","Male",">65","Black","Other",2,"FL",243
"12220","Male",">65","Black","Other",3,"FL",189
"12221","Male",">65","Black","Other",4,"FL",264
"12222","Male",">65","Black","Other",5,"FL",929
"12223","Male",">65","Black","Other",6,"FL",338
"12224","Male",">65","Black","Other",7,"FL",292
"12225","Male",">65","Black","Other",8,"FL",344
"12226","Male",">65","Black","Other",9,"FL",370
"12227","Male",">65","Black","Other",10,"FL",386
"12228","Male",">65","Black","Other",11,"FL",259
"12229","Male",">65","Black","Other",12,"FL",209
"12230","Male",">65","Black","Other",13,"FL",190
"12231","Male",">65","Black","Other",14,"FL",620
"12232","Male",">65","Black","Other",15,"FL",344
"12233","Male",">65","Black","Other",16,"FL",180
"12234","Male",">65","Black","Other",17,"FL",281
"12235","Male",">65","Black","Other",18,"FL",402
"12236","Male",">65","Black","Other",19,"FL",219
"12237","Male",">65","Black","Other",20,"FL",1302
"12238","Male",">65","Black","Other",21,"FL",384
"12239","Male",">65","Black","Other",22,"FL",270
"12240","Male",">65","Black","Other",23,"FL",308
"12241","Male",">65","Black","Other",24,"FL",1300
"12242","Male",">65","Black","Other",25,"FL",179
"12243","Male",">65","Black","Other",26,"FL",325
"12244","Male",">65","Black","Other",27,"FL",168
"12245","Male",">65","Black","Republican",1,"FL",235
"12246","Male",">65","Black","Republican",2,"FL",286
"12247","Male",">65","Black","Republican",3,"FL",147
"12248","Male",">65","Black","Republican",4,"FL",182
"12249","Male",">65","Black","Republican",5,"FL",412
"12250","Male",">65","Black","Republican",6,"FL",129
"12251","Male",">65","Black","Republican",7,"FL",127
"12252","Male",">65","Black","Republican",8,"FL",193
"12253","Male",">65","Black","Republican",9,"FL",139
"12254","Male",">65","Black","Republican",10,"FL",187
"12255","Male",">65","Black","Republican",11,"FL",153
"12256","Male",">65","Black","Republican",12,"FL",78
"12257","Male",">65","Black","Republican",13,"FL",61
"12258","Male",">65","Black","Republican",14,"FL",240
"12259","Male",">65","Black","Republican",15,"FL",159
"12260","Male",">65","Black","Republican",16,"FL",110
"12261","Male",">65","Black","Republican",17,"FL",145
"12262","Male",">65","Black","Republican",18,"FL",174
"12263","Male",">65","Black","Republican",19,"FL",101
"12264","Male",">65","Black","Republican",20,"FL",450
"12265","Male",">65","Black","Republican",21,"FL",149
"12266","Male",">65","Black","Republican",22,"FL",111
"12267","Male",">65","Black","Republican",23,"FL",162
"12268","Male",">65","Black","Republican",24,"FL",570
"12269","Male",">65","Black","Republican",25,"FL",108
"12270","Male",">65","Black","Republican",26,"FL",122
"12271","Male",">65","Black","Republican",27,"FL",89
"12272","Male",">65","Black","Republican",NA,"FL",1
"12273","Male",">65","Non-Hispanic White","Democratic",1,"FL",9693
"12274","Male",">65","Non-Hispanic White","Democratic",2,"FL",14798
"12275","Male",">65","Non-Hispanic White","Democratic",3,"FL",14060
"12276","Male",">65","Non-Hispanic White","Democratic",4,"FL",8780
"12277","Male",">65","Non-Hispanic White","Democratic",5,"FL",4685
"12278","Male",">65","Non-Hispanic White","Democratic",6,"FL",16800
"12279","Male",">65","Non-Hispanic White","Democratic",7,"FL",7573
"12280","Male",">65","Non-Hispanic White","Democratic",8,"FL",14756
"12281","Male",">65","Non-Hispanic White","Democratic",9,"FL",5074
"12282","Male",">65","Non-Hispanic White","Democratic",10,"FL",10673
"12283","Male",">65","Non-Hispanic White","Democratic",11,"FL",20885
"12284","Male",">65","Non-Hispanic White","Democratic",12,"FL",14334
"12285","Male",">65","Non-Hispanic White","Democratic",13,"FL",14970
"12286","Male",">65","Non-Hispanic White","Democratic",14,"FL",6675
"12287","Male",">65","Non-Hispanic White","Democratic",15,"FL",10292
"12288","Male",">65","Non-Hispanic White","Democratic",16,"FL",18422
"12289","Male",">65","Non-Hispanic White","Democratic",17,"FL",16818
"12290","Male",">65","Non-Hispanic White","Democratic",18,"FL",13466
"12291","Male",">65","Non-Hispanic White","Democratic",19,"FL",13196
"12292","Male",">65","Non-Hispanic White","Democratic",20,"FL",6119
"12293","Male",">65","Non-Hispanic White","Democratic",21,"FL",15278
"12294","Male",">65","Non-Hispanic White","Democratic",22,"FL",14736
"12295","Male",">65","Non-Hispanic White","Democratic",23,"FL",9112
"12296","Male",">65","Non-Hispanic White","Democratic",24,"FL",2311
"12297","Male",">65","Non-Hispanic White","Democratic",25,"FL",3401
"12298","Male",">65","Non-Hispanic White","Democratic",26,"FL",4077
"12299","Male",">65","Non-Hispanic White","Democratic",27,"FL",3531
"12300","Male",">65","Non-Hispanic White","Democratic",NA,"FL",27
"12301","Male",">65","Non-Hispanic White","Other",1,"FL",5763
"12302","Male",">65","Non-Hispanic White","Other",2,"FL",3618
"12303","Male",">65","Non-Hispanic White","Other",3,"FL",6174
"12304","Male",">65","Non-Hispanic White","Other",4,"FL",4634
"12305","Male",">65","Non-Hispanic White","Other",5,"FL",2837
"12306","Male",">65","Non-Hispanic White","Other",6,"FL",13414
"12307","Male",">65","Non-Hispanic White","Other",7,"FL",5821
"12308","Male",">65","Non-Hispanic White","Other",8,"FL",12252
"12309","Male",">65","Non-Hispanic White","Other",9,"FL",4208
"12310","Male",">65","Non-Hispanic White","Other",10,"FL",8512
"12311","Male",">65","Non-Hispanic White","Other",11,"FL",17973
"12312","Male",">65","Non-Hispanic White","Other",12,"FL",10999
"12313","Male",">65","Non-Hispanic White","Other",13,"FL",12051
"12314","Male",">65","Non-Hispanic White","Other",14,"FL",3733
"12315","Male",">65","Non-Hispanic White","Other",15,"FL",5625
"12316","Male",">65","Non-Hispanic White","Other",16,"FL",16486
"12317","Male",">65","Non-Hispanic White","Other",17,"FL",13134
"12318","Male",">65","Non-Hispanic White","Other",18,"FL",12842
"12319","Male",">65","Non-Hispanic White","Other",19,"FL",16073
"12320","Male",">65","Non-Hispanic White","Other",20,"FL",3277
"12321","Male",">65","Non-Hispanic White","Other",21,"FL",9683
"12322","Male",">65","Non-Hispanic White","Other",22,"FL",11189
"12323","Male",">65","Non-Hispanic White","Other",23,"FL",4741
"12324","Male",">65","Non-Hispanic White","Other",24,"FL",1104
"12325","Male",">65","Non-Hispanic White","Other",25,"FL",3388
"12326","Male",">65","Non-Hispanic White","Other",26,"FL",2626
"12327","Male",">65","Non-Hispanic White","Other",27,"FL",1763
"12328","Male",">65","Non-Hispanic White","Other",NA,"FL",25
"12329","Male",">65","Non-Hispanic White","Republican",1,"FL",28855
"12330","Male",">65","Non-Hispanic White","Republican",2,"FL",16694
"12331","Male",">65","Non-Hispanic White","Republican",3,"FL",22365
"12332","Male",">65","Non-Hispanic White","Republican",4,"FL",22354
"12333","Male",">65","Non-Hispanic White","Republican",5,"FL",8546
"12334","Male",">65","Non-Hispanic White","Republican",6,"FL",32419
"12335","Male",">65","Non-Hispanic White","Republican",7,"FL",16910
"12336","Male",">65","Non-Hispanic White","Republican",8,"FL",32057
"12337","Male",">65","Non-Hispanic White","Republican",9,"FL",8967
"12338","Male",">65","Non-Hispanic White","Republican",10,"FL",22803
"12339","Male",">65","Non-Hispanic White","Republican",11,"FL",46804
"12340","Male",">65","Non-Hispanic White","Republican",12,"FL",24420
"12341","Male",">65","Non-Hispanic White","Republican",13,"FL",24323
"12342","Male",">65","Non-Hispanic White","Republican",14,"FL",8129
"12343","Male",">65","Non-Hispanic White","Republican",15,"FL",16634
"12344","Male",">65","Non-Hispanic White","Republican",16,"FL",38833
"12345","Male",">65","Non-Hispanic White","Republican",17,"FL",32429
"12346","Male",">65","Non-Hispanic White","Republican",18,"FL",28538
"12347","Male",">65","Non-Hispanic White","Republican",19,"FL",43717
"12348","Male",">65","Non-Hispanic White","Republican",20,"FL",4416
"12349","Male",">65","Non-Hispanic White","Republican",21,"FL",12871
"12350","Male",">65","Non-Hispanic White","Republican",22,"FL",19055
"12351","Male",">65","Non-Hispanic White","Republican",23,"FL",6857
"12352","Male",">65","Non-Hispanic White","Republican",24,"FL",1311
"12353","Male",">65","Non-Hispanic White","Republican",25,"FL",8477
"12354","Male",">65","Non-Hispanic White","Republican",26,"FL",5022
"12355","Male",">65","Non-Hispanic White","Republican",27,"FL",2920
"12356","Male",">65","Non-Hispanic White","Republican",NA,"FL",39
"12357","Male",">65","Other","Democratic",1,"FL",1099
"12358","Male",">65","Other","Democratic",2,"FL",1388
"12359","Male",">65","Other","Democratic",3,"FL",1999
"12360","Male",">65","Other","Democratic",4,"FL",1808
"12361","Male",">65","Other","Democratic",5,"FL",2032
"12362","Male",">65","Other","Democratic",6,"FL",3137
"12363","Male",">65","Other","Democratic",7,"FL",4217
"12364","Male",">65","Other","Democratic",8,"FL",3223
"12365","Male",">65","Other","Democratic",9,"FL",9960
"12366","Male",">65","Other","Democratic",10,"FL",4013
"12367","Male",">65","Other","Democratic",11,"FL",4601
"12368","Male",">65","Other","Democratic",12,"FL",3766
"12369","Male",">65","Other","Democratic",13,"FL",3346
"12370","Male",">65","Other","Democratic",14,"FL",5025
"12371","Male",">65","Other","Democratic",15,"FL",3006
"12372","Male",">65","Other","Democratic",16,"FL",4164
"12373","Male",">65","Other","Democratic",17,"FL",3684
"12374","Male",">65","Other","Democratic",18,"FL",4513
"12375","Male",">65","Other","Democratic",19,"FL",3749
"12376","Male",">65","Other","Democratic",20,"FL",4842
"12377","Male",">65","Other","Democratic",21,"FL",10667
"12378","Male",">65","Other","Democratic",22,"FL",6147
"12379","Male",">65","Other","Democratic",23,"FL",8437
"12380","Male",">65","Other","Democratic",24,"FL",5384
"12381","Male",">65","Other","Democratic",25,"FL",6594
"12382","Male",">65","Other","Democratic",26,"FL",6999
"12383","Male",">65","Other","Democratic",27,"FL",7871
"12384","Male",">65","Other","Democratic",NA,"FL",18
"12385","Male",">65","Other","Other",1,"FL",841
"12386","Male",">65","Other","Other",2,"FL",641
"12387","Male",">65","Other","Other",3,"FL",1191
"12388","Male",">65","Other","Other",4,"FL",1319
"12389","Male",">65","Other","Other",5,"FL",1141
"12390","Male",">65","Other","Other",6,"FL",2544
"12391","Male",">65","Other","Other",7,"FL",2547
"12392","Male",">65","Other","Other",8,"FL",2319
"12393","Male",">65","Other","Other",9,"FL",4695
"12394","Male",">65","Other","Other",10,"FL",2724
"12395","Male",">65","Other","Other",11,"FL",3012
"12396","Male",">65","Other","Other",12,"FL",2756
"12397","Male",">65","Other","Other",13,"FL",2794
"12398","Male",">65","Other","Other",14,"FL",2335
"12399","Male",">65","Other","Other",15,"FL",1843
"12400","Male",">65","Other","Other",16,"FL",3318
"12401","Male",">65","Other","Other",17,"FL",2512
"12402","Male",">65","Other","Other",18,"FL",3630
"12403","Male",">65","Other","Other",19,"FL",3658
"12404","Male",">65","Other","Other",20,"FL",2294
"12405","Male",">65","Other","Other",21,"FL",6009
"12406","Male",">65","Other","Other",22,"FL",4575
"12407","Male",">65","Other","Other",23,"FL",5576
"12408","Male",">65","Other","Other",24,"FL",3196
"12409","Male",">65","Other","Other",25,"FL",6066
"12410","Male",">65","Other","Other",26,"FL",6535
"12411","Male",">65","Other","Other",27,"FL",7196
"12412","Male",">65","Other","Other",NA,"FL",10
"12413","Male",">65","Other","Republican",1,"FL",2732
"12414","Male",">65","Other","Republican",2,"FL",1428
"12415","Male",">65","Other","Republican",3,"FL",2514
"12416","Male",">65","Other","Republican",4,"FL",2957
"12417","Male",">65","Other","Republican",5,"FL",1474
"12418","Male",">65","Other","Republican",6,"FL",4270
"12419","Male",">65","Other","Republican",7,"FL",3310
"12420","Male",">65","Other","Republican",8,"FL",4292
"12421","Male",">65","Other","Republican",9,"FL",4254
"12422","Male",">65","Other","Republican",10,"FL",3548
"12423","Male",">65","Other","Republican",11,"FL",6117
"12424","Male",">65","Other","Republican",12,"FL",3840
"12425","Male",">65","Other","Republican",13,"FL",3653
"12426","Male",">65","Other","Republican",14,"FL",3239
"12427","Male",">65","Other","Republican",15,"FL",2509
"12428","Male",">65","Other","Republican",16,"FL",5526
"12429","Male",">65","Other","Republican",17,"FL",4347
"12430","Male",">65","Other","Republican",18,"FL",5133
"12431","Male",">65","Other","Republican",19,"FL",6713
"12432","Male",">65","Other","Republican",20,"FL",2327
"12433","Male",">65","Other","Republican",21,"FL",5581
"12434","Male",">65","Other","Republican",22,"FL",5428
"12435","Male",">65","Other","Republican",23,"FL",6862
"12436","Male",">65","Other","Republican",24,"FL",3941
"12437","Male",">65","Other","Republican",25,"FL",13778
"12438","Male",">65","Other","Republican",26,"FL",14384
"12439","Male",">65","Other","Republican",27,"FL",16669
"12440","Male",">65","Other","Republican",NA,"FL",17
"12441","Female","25-34","Black","Democratic",1,"GA",2904
"12442","Female","25-34","Black","Democratic",2,"GA",5975
"12443","Female","25-34","Black","Democratic",3,"GA",2232
"12444","Female","25-34","Black","Democratic",4,"GA",7325
"12445","Female","25-34","Black","Democratic",5,"GA",7642
"12446","Female","25-34","Black","Democratic",6,"GA",1416
"12447","Female","25-34","Black","Democratic",7,"GA",1649
"12448","Female","25-34","Black","Democratic",8,"GA",2932
"12449","Female","25-34","Black","Democratic",9,"GA",394
"12450","Female","25-34","Black","Democratic",10,"GA",3027
"12451","Female","25-34","Black","Democratic",11,"GA",1685
"12452","Female","25-34","Black","Democratic",12,"GA",3823
